Word,Frequency,Rank 
"shoe-buckle,""",1,56122
ghosts;,1,56123
"rocket,",1,56124
alight,1,56125
"""close",1,56126
charged.,1,56127
trance;,1,56128
"swamp-perfume,",1,56129
anecdotes,1,56130
boy's.,1,56131
eating:,1,56132
(say,1,56133
"finger--""think,",1,56134
"really!""",1,56135
congregations,1,56136
"""especially",1,56137
passed--everyone,1,56138
1814),1,56139
"""bartlett's",1,56140
all.--,1,56141
undrawing,1,56142
projects.,1,56143
laver.,1,56144
unhealthy;,1,56145
"contradict,",1,56146
supplanted.--,1,56147
flour.,1,56148
tremor,1,56149
arriue,1,56150
"misunderstand.""",1,56151
"others?""",1,56152
chimney-sweeper?,1,56153
well-possess'd,1,56154
pawnbroker,1,56155
108,1,56156
della,1,56157
precept.,1,56158
deafe,1,56159
revengers,1,56160
warned:,1,56161
"peruda,",1,56162
night!--,1,56163
transcription,1,56164
"pop_,",1,56165
glencoe.,1,56166
"historie,",1,56167
"dore,",1,56168
hem;,1,56169
olympus;,1,56170
"audacity,",1,56171
robustness.,1,56172
archeresses,1,56173
"""undoubtedly,",1,56174
"suited,",1,56175
plummets.,1,56176
warnings:--,1,56177
inn-parlour.,1,56178
hotly,1,56179
easier.,1,56180
b'lieve,1,56181
transport,1,56182
lessons?',1,56183
"compeers,",1,56184
sausage.,1,56185
intill,1,56186
141:1,1,56187
"canes,",1,56188
half-bloods,1,56189
"tunic,",1,56190
"ophion,",1,56191
like-cures-like,1,56192
'wouldn't,1,56193
guest;,1,56194
fuel;,1,56195
fate!--,1,56196
"/etext02,",1,56197
night--press,1,56198
"videlicet,",1,56199
harpoon--but,1,56200
"parshandatha,",1,56201
"`elegance,",1,56202
"huram,",1,56203
"harrogate's.""",1,56204
equality.,1,56205
"cypress,",1,56206
yo,1,56207
stalkes,1,56208
matter?--,1,56209
trinitas,1,56210
"uppermost,",1,56211
"sailor-song,",1,56212
rhymers,1,56213
alarm?,1,56214
gradation,1,56215
sword...he,1,56216
villages?--the,1,56217
"winnings,",1,56218
"foreknow,",1,56219
135:7,1,56220
beaker's,1,56221
"embark,",1,56222
confucius,1,56223
whore's,1,56224
cousins',1,56225
telescope.',1,56226
jonah--'and,1,56227
abbreviate,1,56228
towels,1,56229
declarest,1,56230
land--your,1,56231
sperm-whalemen,1,56232
83:14,1,56233
"pavement,--rather",1,56234
weakenesse,1,56235
petition.,1,56236
greene:,1,56237
dozens,1,56238
relations!,1,56239
timbuctoo.,1,56240
ours--watery,1,56241
"exactly.""",1,56242
"chisleu,",1,56243
sign)--see,1,56244
harangue,1,56245
boast),1,56246
royaltie,1,56247
"""louisa,""",1,56248
all;--look,1,56249
"uel,",1,56250
thrice;,1,56251
149:2,1,56252
"relents,",1,56253
relish.,1,56254
marring,1,56255
superfluousness.,1,56256
ceremony:,1,56257
"patcher,",1,56258
disbelief,1,56259
"mid'st,",1,56260
rang:,1,56261
thee--to,1,56262
129,1,56263
coeternal,1,56264
quick;,1,56265
"effect.""",1,56266
"""caramba!",1,56267
beheld?,1,56268
"othniel,",1,56269
"boat?""",1,56270
ear-rings,1,56271
cradle.,1,56272
decision;--,1,56273
"""shipped",1,56274
immortal;,1,56275
"modification,",1,56276
"pathway,",1,56277
cock!',1,56278
"copest,",1,56279
cranes--though,1,56280
slings--old,1,56281
"misprints,",1,56282
oftest,1,56283
arrow-slit,1,56284
102:25,1,56285
"birmah,",1,56286
lilac-scent,1,56287
"""arrows,",1,56288
fair-and-square,1,56289
awkwardly,1,56290
"""rapin's",1,56291
bas-reliefs,1,56292
windows!--but,1,56293
"clouds.""",1,56294
84:9,1,56295
"ellis,",1,56296
badg'd,1,56297
"argument.""",1,56298
"faulconers,",1,56299
"cuba,",1,56300
celestiall,1,56301
95:11,1,56302
"""time,",1,56303
"consolation,)",1,56304
transitory,1,56305
barges,1,56306
"urchins,",1,56307
evilfavouredness:,1,56308
"head""!",1,56309
bad?,1,56310
"fin-backs,",1,56311
yawp,1,56312
not.--it,1,56313
either--for,1,56314
"consist,",1,56315
woods.--,1,56316
untrod.,1,56317
73:3,1,56318
chopfalne?,1,56319
"longstaple?""",1,56320
desks.,1,56321
"ir,",1,56322
indirection.,1,56323
fairyland.,1,56324
ambrosia;,1,56325
wasn't;,1,56326
"tricke,",1,56327
"piled,",1,56328
bloom;,1,56329
auburn-haired,1,56330
"miphkad,",1,56331
corpses:,1,56332
dante;,1,56333
cumulative--growths,1,56334
rayne,1,56335
"screw-drivers,",1,56336
"moment--""but,",1,56337
"state.""",1,56338
soule?,1,56339
capes;,1,56340
rash:,1,56341
vibrate,1,56342
"tassels,",1,56343
148:14,1,56344
fraught?,1,56345
"guarded,",1,56346
charlemagne.,1,56347
watchin',1,56348
bases:,1,56349
--missionary,1,56350
enlightened;,1,56351
69:21,1,56352
wilkinson.,1,56353
"bow,)",1,56354
135:13,1,56355
doctor:,1,56356
hatband,1,56357
"tweezer-cases,",1,56358
sheered,1,56359
peaty,1,56360
"incumbered,",1,56361
deficiency--but,1,56362
pavement:,1,56363
acte:,1,56364
are?),1,56365
"commendations,",1,56366
captiue,1,56367
"""bread,",1,56368
"paid,--what",1,56369
bolster;,1,56370
plough-share,1,56371
humiliated.,1,56372
"jeremai,",1,56373
zidon.,1,56374
immense.,1,56375
heart-break;,1,56376
102:15,1,56377
centuries?),1,56378
entrances!,1,56379
bedstead.,1,56380
bare-foot,1,56381
decree.,1,56382
"shouted,--""sail",1,56383
"poll"";",1,56384
interwetting,1,56385
life-buoys,1,56386
"miser""",1,56387
cock's,1,56388
chaos;,1,56389
beckons,1,56390
jude,1,56391
"damasco,",1,56392
91:2,1,56393
evildoers:,1,56394
scamps,1,56395
51:59,1,56396
inter-penetrate,1,56397
hermes,1,56398
half-humorous,1,56399
australia?',1,56400
"crumbling,",1,56401
sterrile,1,56402
admiration--,1,56403
"ice-wind,",1,56404
"slowest,",1,56405
_much_,1,56406
here--the,1,56407
ungenerous.,1,56408
"cautions,",1,56409
"anatomy--there,",1,56410
adar,1,56411
tread;,1,56412
manmaker!,1,56413
hindereth.,1,56414
pethor,1,56415
him?--would,1,56416
2:63,1,56417
emperour,1,56418
formality.,1,56419
"south-westward,",1,56420
"gipsy.""",1,56421
needless;,1,56422
"dilean,",1,56423
paused--no,1,56424
"""erie",1,56425
fanshaw;,1,56426
sunned,1,56427
1:56,1,56428
"vaulted.""",1,56429
"negro-savage,",1,56430
crows.,1,56431
fight--o,1,56432
cankered;,1,56433
retain;,1,56434
festus',1,56435
"spirituality,",1,56436
plenteousness;,1,56437
festus;,1,56438
"adramelech,",1,56439
(ay,1,56440
"mother'd,",1,56441
themes.,1,56442
"creeks,",1,56443
meanest;,1,56444
agonised,1,56445
moue:,1,56446
ginger!,1,56447
6:76,1,56448
moralities,1,56449
weston!,1,56450
"execution.""",1,56451
softened.,1,56452
infolds,1,56453
palmers.,1,56454
to-day),1,56455
"dream-presences,",1,56456
male--thee,1,56457
"capture,",1,56458
"dodona,",1,56459
"huff?--ay,",1,56460
village--leaving,1,56461
must?,1,56462
likes:,1,56463
"needle,""",1,56464
"do.""--",1,56465
"cried--""the",1,56466
drowsing?,1,56467
"daughter-in-law,",1,56468
"handed,",1,56469
purged;,1,56470
"secularist,",1,56471
high-spired,1,56472
9:58,1,56473
irascible,1,56474
phantasmal,1,56475
intelligence--listened,1,56476
sextillions,1,56477
left--it,1,56478
day-break,1,56479
140:2,1,56480
"studies.""",1,56481
welcom'd,1,56482
"ithnan,",1,56483
wetting,1,56484
"raues,",1,56485
"melicu,",1,56486
"home,'",1,56487
rumination,1,56488
"garbe,",1,56489
godmother.,1,56490
hippolyta.,1,56491
wroughtest,1,56492
"you--ma'am,",1,56493
to't,1,56494
"geliloth,",1,56495
106:46,1,56496
villany!,1,56497
divested,1,56498
submissive.,1,56499
neighbors!,1,56500
"portuguese,",1,56501
"insensibly,",1,56502
"suspicion""--",1,56503
decision--one,1,56504
trichinopoli,1,56505
outward),1,56506
"failings,",1,56507
"cetology,""",1,56508
womenservants:,1,56509
it--very,1,56510
defenceless,1,56511
originating,1,56512
together!--an,1,56513
cordage,1,56514
rises.),1,56515
"fire-trumpets,",1,56516
enterprises,1,56517
aruboth;,1,56518
"foreknew,",1,56519
hartfield's,1,56520
119:10,1,56521
befogged,1,56522
scientist;,1,56523
"ye,'",1,56524
swarm'd,1,56525
"crush'd,",1,56526
strays,1,56527
cutters,1,56528
soueraignty?,1,56529
awarded,1,56530
"thoroughfare,",1,56531
consolidation--,1,56532
sent.),1,56533
drawings;,1,56534
warie,1,56535
hecats,1,56536
night-cloaked,1,56537
"half-guinea?""",1,56538
elton!--`jane,1,56539
coats:,1,56540
unfortunate--,1,56541
weston.--so,1,56542
desirability,1,56543
"unweeting,",1,56544
"indeed.--""poor",1,56545
cylindrical,1,56546
109:17,1,56547
"frankness,",1,56548
"out-generalled,",1,56549
we:,1,56550
wather,1,56551
doth:,1,56552
short?,1,56553
ebook's,1,56554
nut.,1,56555
warehouses,1,56556
"intonation,",1,56557
'fury,1,56558
vintage:,1,56559
"decency,",1,56560
"""bouton",1,56561
"drinketh,",1,56562
147:4,1,56563
knee:,1,56564
brigden,1,56565
circumambient,1,56566
breathlessly.,1,56567
69,1,56568
offence--but,1,56569
furbished:,1,56570
modern--out,1,56571
119:55,1,56572
devolves,1,56573
beguiled;,1,56574
"brandon's,",1,56575
sulphur-bottom,1,56576
profane.,1,56577
reason:,1,56578
meet--and,1,56579
"parted;""",1,56580
115:17,1,56581
beef--lays,1,56582
tied-over,1,56583
148:11,1,56584
half-hung,1,56585
"last!""",1,56586
hummock-land,1,56587
25:49,1,56588
cry--a,1,56589
conventions.,1,56590
be;--,1,56591
badinage,1,56592
bards--bards,1,56593
uproarious.,1,56594
"heli,",1,56595
cistern:,1,56596
truepenny?,1,56597
rad;',1,56598
_should_,1,56599
barnacle;,1,56600
"irish,",1,56601
grumbles,1,56602
kniues;,1,56603
"faithfull,",1,56604
asuppim.,1,56605
"opportunities,",1,56606
"otherwise.""'",1,56607
revels;,1,56608
bacon's,1,56609
untypical,1,56610
bye-gone,1,56611
bulgarian!,1,56612
tail!,1,56613
famish:,1,56614
drown'd.,1,56615
"swaddling-bands,",1,56616
"preserver,",1,56617
chimed,1,56618
"close.""",1,56619
"huddled,",1,56620
endeavour'd,1,56621
"off--then,",1,56622
"ass?""",1,56623
counsellors.,1,56624
handmaidens.,1,56625
contrive.,1,56626
"obis,",1,56627
"teokallis,",1,56628
systole,1,56629
'he's,1,56630
chocks--dropped,1,56631
berry-brown,1,56632
really;,1,56633
unknowing,1,56634
love;--,1,56635
"he-he,",1,56636
"ladie,",1,56637
"gun?""",1,56638
"ma'am--miss,",1,56639
smother,1,56640
"""thunder",1,56641
interference--,1,56642
rory--hush!,1,56643
scupper-holes.,1,56644
fierie,1,56645
hostess,1,56646
spademan's,1,56647
firm-fibred,1,56648
trial.',1,56649
wheres,1,56650
mark's,1,56651
tears--0,1,56652
roundness,1,56653
history:,1,56654
convinces,1,56655
bluebird;,1,56656
arrives--and,1,56657
sion's,1,56658
"dare--""",1,56659
"conceal.""",1,56660
sachem,1,56661
life-spot,1,56662
thereabouts;,1,56663
"coward,""",1,56664
97:4,1,56665
midnight.--the,1,56666
for--thinks,1,56667
round.),1,56668
mannerly,1,56669
royalties,1,56670
"hurts,",1,56671
"""goldsmith's",1,56672
"errand-bearers,",1,56673
placidly.,1,56674
'dinah's,1,56675
"eliadah,",1,56676
"beginnings,",1,56677
cordially.,1,56678
doomes,1,56679
"""felix,",1,56680
tillie;,1,56681
"meaningless,",1,56682
"""papa,",1,56683
"catherine-wheels,",1,56684
prink,1,56685
leprous.,1,56686
highbury!,1,56687
hour),1,56688
"_names_,",1,56689
hog's,1,56690
dat?,1,56691
"drawne,",1,56692
disappointed:,1,56693
sherman,1,56694
poorly;,1,56695
"surprisal,",1,56696
"traders,",1,56697
sleeplessness,1,56698
"unemployables.'""",1,56699
chronically,1,56700
1918],1,56701
admitted--she,1,56702
tobacco-box--but,1,56703
impetuousness,1,56704
persons;),1,56705
pennons,1,56706
tradesmen,1,56707
fainter;,1,56708
"nightingale!""",1,56709
"geder,",1,56710
improvidently,1,56711
here!',1,56712
man!--a,1,56713
harriet--your,1,56714
making-up,1,56715
favours.,1,56716
pelting,1,56717
sun-down,1,56718
eliab.,1,56719
smoothness;,1,56720
99:6,1,56721
thunder-struck,1,56722
softened;,1,56723
sinaean,1,56724
gloomily:,1,56725
incited,1,56726
119:160,1,56727
beriah.,1,56728
"limits,--the",1,56729
"development?""",1,56730
fatiguing,1,56731
enact?,1,56732
sharping,1,56733
70:5,1,56734
mind!--but,1,56735
inscriptions],1,56736
bringers,1,56737
"seal-fishers,",1,56738
lege,1,56739
feverous,1,56740
gratified--,1,56741
"""ka-la!",1,56742
"sperm-whale,",1,56743
naioth.,1,56744
banqueting,1,56745
useable;,1,56746
"euents,",1,56747
liking.,1,56748
"leviathanism,",1,56749
"sweep-seines,",1,56750
beyond:,1,56751
our's:,1,56752
times),1,56753
explosion;,1,56754
"apharsathchites,",1,56755
yankee.,1,56756
ally.,1,56757
"pistoles,",1,56758
"sky-edge,",1,56759
"stiffnecked,",1,56760
build.,1,56761
"resting,",1,56762
foray.,1,56763
lean.,1,56764
council;,1,56765
"wedding,",1,56766
romeo's,1,56767
118:27,1,56768
montem--is,1,56769
half-articulated,1,56770
unfelt.,1,56771
headline,1,56772
"insufferable!""--",1,56773
undeveloped,1,56774
"naashon,",1,56775
"malvoli--""",1,56776
arme:,1,56777
(mentioned,1,56778
regard--nothing,1,56779
lesson-books!',1,56780
denmarkes,1,56781
pheasantry,1,56782
"melancholly,",1,56783
"stern-sheets,",1,56784
vum,1,56785
"""me",1,56786
"neighings,",1,56787
1:73,1,56788
marries;,1,56789
-their,1,56790
orizons,1,56791
small--,1,56792
"resign'd,",1,56793
sedgy,1,56794
signifiers.,1,56795
unsleeping,1,56796
sing?),1,56797
compromise.,1,56798
'buck,1,56799
headline.,1,56800
fish-smack,1,56801
"disgust.""",1,56802
him--they,1,56803
carlo?,1,56804
"coach-making,",1,56805
scribes:,1,56806
"blights,",1,56807
promise--i'll,1,56808
"surrounding,)",1,56809
"troopes,",1,56810
unapprehensive,1,56811
"merely,)",1,56812
opinion--',1,56813
unwaked,1,56814
betimes?,1,56815
sere,1,56816
quote,1,56817
outbound,1,56818
electricity,1,56819
fenny,1,56820
indeed!--there,1,56821
sufferings;,1,56822
cutting-in),1,56823
buttons:,1,56824
butter-box,1,56825
directly--,1,56826
philippics,1,56827
"sunrise,)",1,56828
niagara--nor,1,56829
one--perhaps,1,56830
opalescent,1,56831
144:15,1,56832
basking!,1,56833
"craft!""",1,56834
"foreskins,",1,56835
"wakened,",1,56836
pages),1,56837
"waste,""",1,56838
harrowes,1,56839
peccant,1,56840
"beginning,""",1,56841
"ahumai,",1,56842
paperwork,1,56843
bond.,1,56844
(panting).,1,56845
fireplaces,1,56846
omen?--the,1,56847
realist.,1,56848
"sodom.""",1,56849
"transmuted,",1,56850
careening,1,56851
theatricals,1,56852
"main-mast-head,",1,56853
"unpitied,",1,56854
untended,1,56855
liars:,1,56856
notes;,1,56857
gallantry;--it,1,56858
lock'd.,1,56859
unwarily,1,56860
(sweet,1,56861
bell-buttons,1,56862
anger's,1,56863
"bert,""",1,56864
yacht?,1,56865
"craft--bildad,",1,56866
murder--i,1,56867
harriet!--i,1,56868
instructor,1,56869
colmes,1,56870
ever--i,1,56871
"party!""",1,56872
"dwarf,",1,56873
discourage,1,56874
fugitive!,1,56875
"haste!""",1,56876
within's,1,56877
"""strange",1,56878
gileadites.,1,56879
tride,1,56880
figure?,1,56881
25:48,1,56882
conciliating.--i,1,56883
bear'st,1,56884
"abash'd,",1,56885
polity,1,56886
seeth;,1,56887
councils;,1,56888
"numbered:--i.,",1,56889
drolly;,1,56890
hansom-cabs.,1,56891
"charmouth,",1,56892
baffle,1,56893
distraught,1,56894
"indicated,",1,56895
"""really!--well,",1,56896
"captain),",1,56897
zadok;,1,56898
"madly,",1,56899
"murmurers,",1,56900
"swerved,",1,56901
inquire;,1,56902
capitol?,1,56903
"offall,",1,56904
incompetence,1,56905
"handstaves,",1,56906
abstinence.,1,56907
"1861-2,",1,56908
"strawes,",1,56909
intrepidly,1,56910
"mentioning,",1,56911
80,1,56912
"guilt?""",1,56913
sat:,1,56914
dry-stalks,1,56915
1726),1,56916
impeach'd,1,56917
spinning-wheel.,1,56918
starers,1,56919
"pavement,""",1,56920
elation,1,56921
tools--see,1,56922
coniuring,1,56923
rolled--that,1,56924
worsted;,1,56925
phaltiel,1,56926
overshadowing,1,56927
"chameleon,",1,56928
money's,1,56929
har,1,56930
"water-tight,",1,56931
"injury,""",1,56932
exquisite;,1,56933
"defective,",1,56934
plank's,1,56935
"""now,""--said",1,56936
bohemian!,1,56937
"clever!""",1,56938
"""nought",1,56939
undeveloped.,1,56940
"salutation,",1,56941
"shoes,""",1,56942
visitations,1,56943
"cowper.""",1,56944
"amateur,",1,56945
whiff.,1,56946
ethics,1,56947
`uncle,1,56948
"parlor,",1,56949
zebadiah.,1,56950
"fuller,",1,56951
issued;,1,56952
"founder,",1,56953
madhouse?,1,56954
ambass.,1,56955
"rabbits.""",1,56956
"judgment.""",1,56957
"capsize?""",1,56958
"man-of-war,",1,56959
"hupham,",1,56960
"grant),",1,56961
"talk,'",1,56962
"harrington,",1,56963
salamander,1,56964
dixon),1,56965
"linus,",1,56966
not--haply,1,56967
fountaine,1,56968
belt.,1,56969
swart-cheek'd,1,56970
liken'd,1,56971
heft,1,56972
warrantee,1,56973
heroism's,1,56974
highly-prized,1,56975
105:6,1,56976
"sweep-gate,",1,56977
old-fashion'd,1,56978
"nightmare,",1,56979
bribe.,1,56980
"pelt,",1,56981
postponed,1,56982
eyebrows;,1,56983
julian,1,56984
"line,--they",1,56985
"horrible),",1,56986
tastin',1,56987
